arm,track,type,seed,finaleLeadChanges,deadFinale,gapP1P2,gapP2P3,duoEscape,deadDuoFinale,frontGroupAtLine,within3At090,leaderGapP2At090,leadChanges62,distinctLeaders62,p1Contest62,runaway,parade,winnerIsLeaderAt090
A0-GR-G150,dirt-oval,closed,33,3,0,0.1407,2.0939,1,0,5,2,0.3328,2,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,34,1,0,1.201,0.5212,0,0,3,2,1.0112,4,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,35,0,1,4.2719,2.2716,0,0,1,1,2.2825,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,36,0,1,7.6598,1.9396,0,0,1,1,2.6974,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,37,0,1,1.4985,1.946,0,0,2,1,1.3685,2,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,38,1,0,1.511,2.3187,0,0,2,1,1.404,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,39,2,0,1.5001,2.6459,0,0,2,2,1.511,3,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,40,1,0,0.2571,0.262,0,0,7,4,1.503,10,5,1,0,0,0
A0-GR-G150,dirt-oval,closed,41,1,0,1.4702,0.6548,0,0,3,2,1.5083,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,42,4,0,0.1854,0.4888,0,0,4,3,1.9124,3,4,0,0,0,0
A0-GR-G150,dirt-oval,closed,43,1,0,1.0557,0.5024,0,0,4,2,1.2016,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,44,4,0,1.376,0.3612,0,0,4,3,1.4163,3,3,1,0,0,0
A0-GR-G150,dirt-oval,closed,45,4,0,0.0525,0.3333,0,0,10,8,0.0625,5,3,1,0,0,0
A0-GR-G150,dirt-oval,closed,46,0,1,1.1429,3.3073,0,0,2,2,0.0799,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,47,2,0,1.9077,0.3538,0,0,4,3,1.1045,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,48,4,0,1.6886,0.9851,0,0,3,2,0.8096,5,4,1,0,0,0
A0-GR-G150,dirt-oval,closed,49,2,0,1.6018,1.3223,0,0,3,8,0.5126,3,4,0,0,0,0
A0-GR-G150,dirt-oval,closed,50,0,1,0.6203,0.5008,0,0,3,0,3.7995,0,1,0,0,0,1
A0-GR-G150,dirt-oval,closed,51,0,1,0.1229,0.3005,0,0,8,0,4.2356,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,52,1,0,1.7158,1.3832,0,0,2,5,0.359,2,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,53,2,0,0.3063,0.0735,0,0,6,3,1.199,2,3,0,0,1,1
A0-GR-G150,dirt-oval,closed,54,0,1,1.0857,1.0923,0,0,3,7,0.8125,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,55,2,0,1.5296,3.482,0,0,2,3,1.454,4,5,1,0,0,1
A0-GR-G150,dirt-oval,closed,56,1,0,4.1125,0.341,0,0,1,6,0.6241,3,4,1,0,0,0
A0-GR-G150,dirt-oval,closed,57,2,0,1.9982,0.4502,0,0,3,1,1.2188,5,4,1,0,0,0
A0-GR-G150,dirt-oval,closed,58,4,0,1.2019,2.7096,0,0,2,2,0.4222,3,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,59,1,0,1.1632,1.8999,0,0,2,2,1.2002,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,60,1,0,0.9933,0.1519,0,0,5,5,0.5957,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,61,1,0,1.3728,1.049,0,0,4,2,0.7009,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,62,3,0,0.2678,0.2942,0,0,10,1,1.9542,4,5,1,0,0,0
A0-GR-G150,dirt-oval,closed,63,4,0,0.957,0.2875,0,0,6,0,3.4849,3,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,64,4,0,0.3855,0.512,0,0,3,4,0.5891,6,5,1,0,0,0
A0-GR-G150,dirt-oval,closed,65,4,0,0.6592,0.0524,0,0,8,6,0.9802,5,5,1,0,0,1
A0-GR-G150,dirt-oval,closed,66,2,0,0.3369,0.3236,0,0,6,9,0.7373,2,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,67,2,0,0.4338,2.436,1,0,3,0,3.6829,4,3,1,0,0,0
A0-GR-G150,dirt-oval,closed,68,1,0,0.8406,1.0246,0,0,8,2,1.5538,0,1,0,0,0,1
A0-GR-G150,dirt-oval,closed,69,0,1,1.3205,2.8429,0,0,2,1,1.3466,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,70,1,0,0.6958,0.8616,0,0,5,2,0.852,4,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,71,2,0,1.7382,5.0346,0,0,2,2,1.2925,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,72,3,0,0.0188,1.7303,1,0,4,0,3.9074,3,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,73,2,0,1.2012,0.2512,0,0,7,4,1.499,5,5,1,0,0,1
A0-GR-G150,dirt-oval,closed,74,0,1,1.341,0.5578,0,0,6,3,0.9884,3,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,75,2,0,1.0927,0.6015,0,0,3,2,1.1977,4,5,1,0,0,1
A0-GR-G150,dirt-oval,closed,76,1,0,0.9508,3.5806,0,0,2,2,0.987,5,5,1,0,0,0
A0-GR-G150,dirt-oval,closed,77,2,0,0.5582,0.4147,0,0,9,5,0.6889,3,4,0,0,0,0
A0-GR-G150,dirt-oval,closed,78,1,0,0.1657,1.9412,1,0,4,4,0.1198,2,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,79,1,0,0.4574,0.2469,0,0,15,4,1.663,1,2,0,0,0,1
A0-GR-G150,dirt-oval,closed,80,1,0,1.1438,1.4992,0,0,4,1,2.2436,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,81,2,0,3.3723,2.4067,0,0,1,1,2.7131,5,5,0,0,0,1
A0-GR-G150,dirt-oval,closed,82,0,1,3.5947,1.5052,0,0,1,1,2.5466,4,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,83,2,0,1.4996,1.8312,0,0,2,0,3.9534,2,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,84,0,1,0.8277,1.6802,0,0,3,1,1.1993,3,4,0,0,0,1
A0-GR-G150,dirt-oval,closed,85,2,0,1.4648,1.2423,0,0,3,1,1.0011,3,3,1,0,0,0
A0-GR-G150,dirt-oval,closed,86,1,0,4.8785,1.4625,0,0,1,0,3.1726,3,4,1,1,0,1
A0-GR-G150,dirt-oval,closed,87,5,0,0.0984,0.1861,0,0,13,12,0.0527,5,3,1,0,0,0
A0-GR-G150,dirt-oval,closed,88,2,0,1.9436,0.1758,0,0,5,3,1.201,4,4,1,0,0,0
A0-GR-G150,dirt-oval,closed,89,1,0,0.0151,1.7414,1,0,3,2,0.2512,3,4,1,0,0,0
A0-GR-G150,dirt-oval,closed,90,3,0,1.9122,0.4264,0,0,6,5,1.1418,5,4,1,0,0,0
A0-GR-G150,dirt-oval,closed,91,2,0,1.4049,1.1651,0,0,4,3,1.3767,3,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,92,2,0,1.1613,0.7446,0,0,4,5,0.0928,2,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,93,1,0,3.347,1.2176,0,0,1,0,3.7501,2,3,0,1,0,1
A0-GR-G150,dirt-oval,closed,94,2,0,0.602,0.6541,0,0,4,4,0.4854,2,3,0,0,0,0
A0-GR-G150,dirt-oval,closed,95,2,0,1.4995,1.8378,0,0,2,2,1.3633,4,5,1,0,0,0
A0-GR-G150,dirt-oval,closed,96,0,1,4.6278,2.2064,0,0,1,1,1.5012,2,3,0,0,0,1
A0-GR-G150,dirt-oval,closed,97,1,0,1.261,0.2829,0,0,5,3,0.0135,3,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,98,0,1,3.0163,3.9988,0,0,1,1,2.095,3,4,1,0,0,1
A0-GR-G150,dirt-oval,closed,99,1,0,0.2832,3.3532,1,0,2,3,0.1737,4,3,1,0,1,0
A0-GR-G150,dirt-oval,closed,100,1,0,0.9661,1.3063,0,0,4,2,0.8514,2,3,0,0,0,1
A5-carousel,luger-hill,open,1,2,0,1.2607,1.4866,0,0,5,6,0.5767,5,4,1,0,0,1
A5-carousel,luger-hill,open,2,2,0,0.6485,0.4783,0,0,3,2,0.795,2,3,0,0,0,1
A5-carousel,luger-hill,open,3,3,0,1.2267,1.2061,0,0,3,2,2.2599,1,2,0,0,0,0
A5-carousel,luger-hill,open,4,2,0,0.9976,1.1684,0,0,4,1,2.702,2,3,0,0,0,0
A5-carousel,luger-hill,open,5,0,1,1.046,0.1886,0,0,4,2,0.5542,1,2,0,0,0,1
A5-carousel,luger-hill,open,6,1,0,1.1216,2.3352,0,0,2,2,1.1997,3,4,1,0,0,1
A5-carousel,luger-hill,open,7,1,0,1.802,0.6556,0,0,3,2,1.8109,1,2,0,0,0,1
A5-carousel,luger-hill,open,8,1,0,0.2949,0.3918,0,0,4,2,0.4,2,3,0,0,0,1
A5-carousel,luger-hill,open,9,3,0,1.2455,1.1907,0,0,3,1,2.3703,4,5,1,0,0,1
A5-carousel,luger-hill,open,10,0,1,3.6774,0.2939,0,0,1,0,5.4003,3,4,0,1,0,1
A5-carousel,luger-hill,open,11,2,0,0.3235,1.8071,1,0,4,1,2.673,2,3,0,0,0,0
A5-carousel,luger-hill,open,12,1,0,2.7072,0.2007,0,0,3,1,2.6543,2,3,0,0,0,1
A5-carousel,luger-hill,open,13,2,0,0.4775,0.9475,0,0,3,1,1.0792,2,3,0,0,0,0
A5-carousel,luger-hill,open,14,2,0,1.4864,1.1071,0,0,3,3,1.3924,3,4,1,0,0,0
A5-carousel,luger-hill,open,15,1,0,0.8886,1.3434,0,0,3,0,3.1806,1,2,0,0,0,1
A5-carousel,luger-hill,open,16,2,0,0.2068,1.3881,0,0,5,4,0.7241,4,4,1,0,0,0
A5-carousel,luger-hill,open,17,3,0,0.7779,1.356,0,0,3,2,2.0973,2,3,0,0,0,0
A5-carousel,luger-hill,open,18,2,0,1.8008,5.6715,0,0,2,0,3.3859,1,2,0,1,0,1
A5-carousel,luger-hill,open,19,2,0,0.9623,0.439,0,0,4,3,0.6854,2,3,0,0,0,0
A5-carousel,luger-hill,open,20,1,0,1.4821,2.5265,0,0,2,1,1.1496,2,3,0,0,0,1
A5-carousel,luger-hill,open,21,2,0,0.2861,0.1145,0,0,6,3,0.2674,6,4,1,0,0,1
A5-carousel,luger-hill,open,22,3,0,0.6041,0.7281,0,0,8,4,0.3549,1,2,0,0,0,1
A5-carousel,luger-hill,open,23,3,0,0.5058,0.7317,0,0,5,7,0.1619,4,5,1,0,0,0
A5-carousel,luger-hill,open,24,2,0,2.3646,2.0987,0,0,2,1,0.1936,1,2,0,0,0,1
A5-carousel,luger-hill,open,25,3,0,3.8015,1.5102,0,0,1,0,3.0216,2,3,0,1,0,1
A5-carousel,luger-hill,open,26,0,1,4.7863,0.9194,0,0,1,0,5.1275,2,3,0,1,0,1
A5-carousel,luger-hill,open,27,0,1,1.4793,0.2361,0,0,4,7,0.1985,4,4,1,0,0,1
A5-carousel,luger-hill,open,28,1,0,0.8234,0.1418,0,0,4,3,0.5177,6,5,1,0,0,0
A5-carousel,luger-hill,open,29,0,1,1.1121,1.677,0,0,3,0,3.0282,1,2,0,1,0,1
A5-carousel,luger-hill,open,30,2,0,0.6993,0.5736,0,0,4,2,1.5732,4,5,1,0,0,0
A5-carousel,luger-hill,open,31,3,0,2.8387,0.0309,0,0,3,7,0.8329,2,3,0,0,0,1
A5-carousel,luger-hill,open,32,2,0,1.2032,0.3461,0,0,7,6,0.0414,6,4,1,0,0,0
A5-carousel,luger-hill,open,33,0,1,4.3906,0.7056,0,0,1,0,4.6906,2,3,0,1,0,1
A5-carousel,luger-hill,open,34,2,0,1.2708,3.9988,0,0,2,1,1.9392,1,2,0,0,0,1
A5-carousel,luger-hill,open,35,1,0,0.3802,1.4244,0,0,4,0,3.0912,3,4,1,0,0,1
A5-carousel,luger-hill,open,36,2,0,1.381,0.6551,0,0,3,1,2.6015,2,3,0,0,0,1
A5-carousel,luger-hill,open,37,2,0,5.2197,1.4263,0,0,1,0,4.208,2,3,0,1,0,1
A5-carousel,luger-hill,open,38,1,0,1.1816,0.9754,0,0,3,3,0.486,2,3,0,0,0,1
A5-carousel,luger-hill,open,39,1,0,0.1838,0.4402,0,0,4,3,1.7936,4,4,0,0,0,1
A5-carousel,luger-hill,open,40,1,0,1.3837,2.1274,0,0,2,3,0.8293,1,2,0,0,0,1
A5-carousel,luger-hill,open,41,1,0,0.6796,0.1222,0,0,4,2,0.5222,2,3,0,0,0,0
A5-carousel,luger-hill,open,42,0,1,1.013,1.0015,0,0,4,1,2.1132,1,2,0,0,0,1
A5-carousel,luger-hill,open,43,0,1,2.0252,2.7163,0,0,2,1,2.1398,2,3,0,0,0,1
A5-carousel,luger-hill,open,44,2,0,1.4794,0.2196,0,0,4,3,1.8834,0,1,0,0,0,1
A5-carousel,luger-hill,open,45,2,0,0.0253,0.4045,0,0,3,2,0.8005,5,4,1,0,0,1
A5-carousel,luger-hill,open,46,1,0,0.6392,1.6744,1,0,3,4,0.9854,4,4,1,0,0,1
A5-carousel,luger-hill,open,47,1,0,1.3685,0.2754,0,0,3,1,1.8309,1,2,0,0,0,0
A5-carousel,luger-hill,open,48,3,0,0.6732,3.2339,1,0,2,1,1.4938,1,2,0,0,0,0
A5-carousel,luger-hill,open,49,3,0,2.2597,1.1537,0,0,2,0,4.4861,1,2,0,1,0,1
A5-carousel,luger-hill,open,50,0,1,0.372,0.7843,0,0,3,2,0.8075,2,3,0,0,0,1
A5-carousel,luger-hill,open,51,1,0,1.7479,3.5914,0,0,2,1,1.2906,1,2,0,0,0,1
A5-carousel,luger-hill,open,52,2,0,2.2535,1.3813,0,0,2,3,1.0807,2,3,0,0,0,0
A5-carousel,luger-hill,open,53,1,0,5.0739,2.204,0,0,1,0,6.0205,1,2,0,1,0,1
A5-carousel,luger-hill,open,54,4,0,1.4538,2.8388,0,0,2,3,0.1263,2,3,0,0,0,0
A5-carousel,luger-hill,open,55,2,0,0.6891,1.5285,0,0,3,1,2.8588,1,2,0,0,0,1
A5-carousel,luger-hill,open,56,1,0,2.8242,0.1164,0,0,4,7,0.222,2,3,0,0,0,1
A5-carousel,luger-hill,open,57,1,0,0.8523,0.5439,0,0,3,1,1.9196,2,3,0,0,0,1
A5-carousel,luger-hill,open,58,3,0,3.2911,0.1776,0,0,1,2,0.3619,1,2,0,0,0,1
A5-carousel,luger-hill,open,59,2,0,2.8217,1.0232,0,0,2,1,2.3305,2,3,0,0,0,0
A5-carousel,luger-hill,open,60,3,0,0.4074,0.0531,0,0,14,11,0.0966,3,3,1,0,0,0
A5-carousel,luger-hill,open,61,0,1,1.5812,1.7041,0,0,2,1,2.1635,3,4,1,0,0,1
A5-carousel,luger-hill,open,62,3,0,1.7917,3.1603,0,0,2,1,1.0757,3,3,0,0,0,1
A5-carousel,luger-hill,open,63,0,1,3.6393,2.0793,0,0,1,1,1.114,2,3,0,0,0,1
A5-carousel,luger-hill,open,64,1,0,1.4001,0.8721,0,0,3,2,0.5674,4,4,1,0,0,1
A5-carousel,luger-hill,open,65,0,1,4.6876,1.6433,0,0,1,0,4.07,1,2,0,1,0,1
A5-carousel,luger-hill,open,66,1,0,2.2356,0.2883,0,0,3,3,0.7987,1,2,0,0,0,0
A5-carousel,luger-hill,open,67,1,0,1.1556,0.9274,0,0,3,2,1.4101,1,2,0,0,0,1
A5-carousel,luger-hill,open,68,1,0,1.9381,1.518,0,0,2,2,2.0378,2,3,0,0,0,1
A5-carousel,luger-hill,open,69,1,0,2.2823,1.1115,0,0,2,3,1.1712,2,3,0,0,0,1
A5-carousel,luger-hill,open,70,1,0,2.423,1.1818,0,0,2,6,0.2345,2,3,0,0,0,1
A5-carousel,luger-hill,open,71,0,1,0.8729,3.2803,0,0,2,2,0.4984,1,2,0,0,0,1
A5-carousel,luger-hill,open,72,1,0,4.0656,1.2621,0,0,1,0,3.8108,2,3,0,1,0,1
A5-carousel,luger-hill,open,73,0,1,0.8507,1.5899,0,0,3,2,0.2507,3,4,1,0,0,1
A5-carousel,luger-hill,open,74,1,0,2.6531,3.7117,0,0,2,1,1.743,2,3,0,0,0,1
A5-carousel,luger-hill,open,75,3,0,2.0924,0.97,0,0,2,0,3.3601,2,3,0,1,0,1
A5-carousel,luger-hill,open,76,0,1,4.1446,3.8587,0,0,1,1,2.5867,1,2,0,0,0,1
A5-carousel,luger-hill,open,77,2,0,4.306,0.1608,0,0,1,0,4.6004,1,2,0,1,0,1
A5-carousel,luger-hill,open,78,0,1,4.3616,0.4512,0,0,1,0,3.1088,2,3,0,1,0,1
A5-carousel,luger-hill,open,79,0,1,0.1839,1.4587,0,0,6,7,0.3711,5,5,1,0,0,1
A5-carousel,luger-hill,open,80,3,0,0.1551,0.5165,0,0,3,2,1.6686,2,3,0,0,0,0
A5-carousel,luger-hill,open,81,1,0,3.3687,2.5508,0,0,1,1,1.976,2,3,0,0,0,1
A5-carousel,luger-hill,open,82,0,1,0.2475,1.0731,0,0,3,2,0.8985,2,3,0,0,0,1
A5-carousel,luger-hill,open,83,2,0,2.9397,0.9299,0,0,2,2,0.9124,0,1,0,0,0,1
A5-carousel,luger-hill,open,84,2,0,2.9252,0.1954,0,0,2,1,1.2975,1,2,0,0,0,1
A5-carousel,luger-hill,open,85,0,1,2.9878,0.2677,0,0,2,2,1.9263,3,4,1,0,0,1
A5-carousel,luger-hill,open,86,0,1,0.0635,0.2998,0,0,5,6,0.284,4,4,1,0,0,1
A5-carousel,luger-hill,open,87,1,0,1.2566,1.5547,0,0,3,2,0.4616,1,2,0,0,0,1
A5-carousel,luger-hill,open,88,3,0,0.5585,0.4973,0,0,3,5,0.0679,2,3,0,0,0,0
A5-carousel,luger-hill,open,89,3,0,1.8092,0.9952,0,0,3,1,2.5177,2,3,0,0,0,1
A5-carousel,luger-hill,open,90,0,1,1.8636,0.9298,0,0,3,3,2.0138,2,3,0,0,0,1
A5-carousel,luger-hill,open,91,2,0,0.7105,3.6983,0,0,2,0,3.2238,1,2,0,0,0,1
A5-carousel,luger-hill,open,92,1,0,3.3053,0.6418,0,0,1,2,2.3565,2,3,0,0,0,1
A5-carousel,luger-hill,open,93,0,1,0.6153,0.4024,0,0,4,3,0.3024,3,3,1,0,0,1
A5-carousel,luger-hill,open,94,0,1,2.6618,1.1519,0,0,2,1,1.6057,2,3,0,0,0,1
A5-carousel,luger-hill,open,95,3,0,1.9964,1.2256,0,0,2,3,0.8787,6,6,1,0,0,0
A5-carousel,luger-hill,open,96,0,1,1.2241,0.2788,0,0,3,4,0.0791,3,4,1,0,0,1
A5-carousel,luger-hill,open,97,1,0,3.1035,0.7762,0,0,1,0,3.2041,2,3,0,1,0,1
A5-carousel,luger-hill,open,98,2,0,0.57,0.9235,0,0,5,5,0.331,5,6,1,0,0,0
A5-carousel,luger-hill,open,99,1,0,1.8933,2.0795,0,0,2,1,1.5835,2,3,0,0,0,1
A5-carousel,luger-hill,open,100,0,1,1.122,0.702,0,0,3,5,0.6321,2,3,0,0,0,1
A5-carousel,mountainstreet,open,1,0,1,0.6474,1.6877,1,1,3,0,6.2047,6,5,0,0,0,1
A5-carousel,mountainstreet,open,2,1,0,3.6461,1.9015,0,0,1,6,2.031,2,3,0,0,0,1
A5-carousel,mountainstreet,open,3,0,1,1.4508,0.4298,0,0,5,3,0.7239,2,3,0,0,0,1
A5-carousel,mountainstreet,open,4,2,0,1.1682,0.0653,0,0,3,2,2.0512,2,3,0,0,0,1
A5-carousel,mountainstreet,open,5,2,0,1.2462,3.3099,0,0,2,0,3.6677,2,2,0,0,0,0
A5-carousel,mountainstreet,open,6,2,0,1.3449,4.0902,0,0,2,0,4.9264,4,3,0,1,0,1
A5-carousel,mountainstreet,open,7,3,0,1.0247,0.1782,0,0,8,0,3.2336,5,6,1,0,0,0
A5-carousel,mountainstreet,open,8,1,0,5.074,1.1976,0,0,1,0,4.3556,1,2,0,1,0,1
A5-carousel,mountainstreet,open,9,2,0,4.282,0.3105,0,0,1,1,1.5338,2,3,0,0,0,1
A5-carousel,mountainstreet,open,10,2,0,0.3858,1.2013,0,0,4,3,0.5146,2,3,0,0,0,0
A5-carousel,mountainstreet,open,11,0,1,3.9865,0.3957,0,0,1,0,4.8481,1,2,0,1,0,1
A5-carousel,mountainstreet,open,12,2,0,0.6784,2.2644,0,0,3,1,1.4578,3,3,1,0,0,0
A5-carousel,mountainstreet,open,13,0,1,0.6738,0.5476,0,0,3,1,0.0667,1,2,0,0,0,1
A5-carousel,mountainstreet,open,14,3,0,2.2875,0.4962,0,0,4,2,0.6757,2,3,0,0,0,0
A5-carousel,mountainstreet,open,15,0,1,1.4012,5.2113,0,0,2,0,3.6236,2,3,0,1,0,1
A5-carousel,mountainstreet,open,16,0,1,0.7203,4.9129,0,0,2,0,4.0306,1,2,0,0,0,1
A5-carousel,mountainstreet,open,17,0,1,1.1839,0.3378,0,0,3,1,2.1243,2,2,0,0,0,1
A5-carousel,mountainstreet,open,18,3,0,10.428,4.5936,0,0,1,0,12.9602,0,1,0,1,0,1
A5-carousel,mountainstreet,open,19,0,1,1.6271,0.3951,0,0,9,9,0.322,3,4,1,0,0,1
A5-carousel,mountainstreet,open,20,0,1,1.5017,1.7527,0,0,2,3,1.4166,3,3,1,0,0,1
A5-carousel,mountainstreet,open,21,2,0,1.5122,2.1079,0,0,2,3,0.5615,4,4,1,0,0,0
A5-carousel,mountainstreet,open,22,3,0,2.0094,1.7306,0,0,2,2,0.1211,2,3,0,0,0,0
A5-carousel,mountainstreet,open,23,4,0,0.4032,0.6383,0,0,4,3,0.1093,5,5,0,0,0,0
A5-carousel,mountainstreet,open,24,2,0,0.2988,1.0572,0,0,5,0,3.8344,4,5,0,0,0,0
A5-carousel,mountainstreet,open,25,2,0,6.4197,5.1765,0,0,1,0,5.6979,1,2,0,1,0,1
A5-carousel,mountainstreet,open,26,1,0,1.0358,0.4041,0,0,3,2,1.8865,1,2,0,0,0,1
A5-carousel,mountainstreet,open,27,0,1,2.5326,4.196,0,0,2,1,1.1995,1,2,0,0,0,1
A5-carousel,mountainstreet,open,28,0,1,4.0325,1.0062,0,0,1,1,1.784,2,3,0,0,0,1
A5-carousel,mountainstreet,open,29,1,0,1.43,5.8116,0,0,2,2,1.6261,3,3,1,0,0,1
A5-carousel,mountainstreet,open,30,1,0,1.2383,0.2673,0,0,4,0,4.0133,2,3,0,1,0,1
A5-carousel,mountainstreet,open,31,3,0,1.6986,0.1948,0,0,3,0,5.2693,3,4,1,0,0,0
A5-carousel,mountainstreet,open,32,2,0,2.5807,2.872,0,0,2,1,2.3469,1,2,0,0,0,1
A5-carousel,mountainstreet,open,33,1,0,4.5656,0.0098,0,0,1,0,4.0963,2,3,0,1,0,1
A5-carousel,mountainstreet,open,34,1,0,0.6839,1.2723,0,0,3,2,0.9474,2,3,0,0,0,1
A5-carousel,mountainstreet,open,35,2,0,2.9353,0.125,0,0,2,1,0.0469,4,4,0,0,0,1
A5-carousel,mountainstreet,open,36,0,1,1.1919,1.1066,0,0,3,2,0.3094,4,4,1,0,0,1
A5-carousel,mountainstreet,open,37,3,0,0.0946,0.2064,0,0,7,6,0.7514,4,5,1,0,0,0
A5-carousel,mountainstreet,open,38,1,0,4.3955,0.2546,0,0,1,5,2.0906,2,3,0,0,0,0
A5-carousel,mountainstreet,open,39,2,0,0.0429,0.6396,0,0,5,2,0.9093,5,4,1,0,0,0
A5-carousel,mountainstreet,open,40,2,0,0.0759,6.8508,1,0,2,0,6.8079,2,3,0,0,1,0
A5-carousel,mountainstreet,open,41,1,0,2.8828,1.2043,0,0,2,1,0.531,2,3,0,0,0,1
A5-carousel,mountainstreet,open,42,2,0,1.1994,4.4986,0,0,2,1,0.3548,2,3,0,0,0,0
A5-carousel,mountainstreet,open,43,2,0,0.8662,1.1756,0,0,3,2,1.1655,4,4,1,0,0,0
A5-carousel,mountainstreet,open,44,0,1,1.4511,0.5006,0,0,3,2,1.4202,2,3,0,0,0,1
A5-carousel,mountainstreet,open,45,4,0,1.7248,1.9381,0,0,2,1,2.0873,4,4,1,0,0,0
A5-carousel,mountainstreet,open,46,0,1,1.0597,0.8782,0,0,3,7,0.8308,2,3,0,0,0,1
A5-carousel,mountainstreet,open,47,2,0,1.426,0.0735,0,0,3,2,0.8192,4,5,0,0,0,1
A5-carousel,mountainstreet,open,48,2,0,0.3925,2.5756,1,0,3,2,0.8058,0,1,0,0,0,1
A5-carousel,mountainstreet,open,49,1,0,2.5243,0.0935,0,0,3,1,1.2719,4,4,0,0,0,1
A5-carousel,mountainstreet,open,50,3,0,0.1482,0.3667,0,0,4,2,0.5039,3,4,1,0,0,0
A5-carousel,mountainstreet,open,51,1,0,2.1772,1.0001,0,0,2,1,1.8435,3,4,0,0,0,0
A5-carousel,mountainstreet,open,52,0,1,5.9467,2.56,0,0,1,1,1.9677,1,2,0,0,0,1
A5-carousel,mountainstreet,open,53,1,0,2.9855,1.3484,0,0,2,1,2.158,2,3,0,0,0,1
A5-carousel,mountainstreet,open,54,2,0,5.1053,1.6825,0,0,1,1,2.0694,1,2,0,0,0,1
A5-carousel,mountainstreet,open,55,2,0,4.5115,4.7108,0,0,1,0,3.0877,3,4,1,1,0,1
A5-carousel,mountainstreet,open,56,3,0,0.3119,0.7545,0,0,9,11,0.4942,10,7,1,0,0,1
A5-carousel,mountainstreet,open,57,2,0,0.0251,0.6197,0,0,4,1,1.9443,5,4,1,0,0,0
A5-carousel,mountainstreet,open,58,0,1,1.8365,0.3934,0,0,3,1,1.2016,1,2,0,0,0,1
A5-carousel,mountainstreet,open,59,1,0,0.8993,1.4377,0,0,3,2,1.5978,2,3,0,0,0,1
A5-carousel,mountainstreet,open,60,3,0,3.1349,0.3258,0,0,1,1,1.2007,2,3,0,0,0,1
A5-carousel,mountainstreet,open,61,1,0,0.7407,2.2394,0,0,3,1,2.3553,2,3,0,0,0,1
A5-carousel,mountainstreet,open,62,0,1,2.7439,1.0354,0,0,2,1,1.4278,1,2,0,0,0,1
A5-carousel,mountainstreet,open,63,5,0,2.4942,1.1098,0,0,2,14,0.0001,4,5,1,0,0,0
A5-carousel,mountainstreet,open,64,1,0,2.7184,2.4733,0,0,2,3,1.9232,2,2,0,0,0,1
A5-carousel,mountainstreet,open,65,4,0,1.8781,1.0216,0,0,3,2,1.6135,3,4,0,0,0,0
A5-carousel,mountainstreet,open,66,0,1,4.7523,0.8934,0,0,1,2,1.1435,3,4,1,0,0,1
A5-carousel,mountainstreet,open,67,1,0,0.4491,0.8464,0,0,10,8,0.5356,9,7,1,0,0,1
A5-carousel,mountainstreet,open,68,1,0,0.2606,0.6217,0,0,5,4,0.0194,4,3,1,0,0,0
A5-carousel,mountainstreet,open,69,0,1,0.1734,5.3883,1,1,2,3,1.1824,2,3,0,0,1,1
A5-carousel,mountainstreet,open,70,2,0,3.5109,3.5031,0,0,1,0,3.3721,0,1,0,1,0,1
A5-carousel,mountainstreet,open,71,2,0,2.3158,0.3832,0,0,3,2,2.2492,2,2,0,0,0,1
A5-carousel,mountainstreet,open,72,2,0,1.3952,1.1811,0,0,3,2,0.2304,3,4,1,0,0,1
A5-carousel,mountainstreet,open,73,3,0,1.9628,2.1333,0,0,2,2,0.8203,2,3,0,0,0,0
A5-carousel,mountainstreet,open,74,1,0,1.1298,2.4861,0,0,2,0,4.9027,1,2,0,1,0,1
