track,type,raceIdx,runaway,sample,rank,index,effSpeed,product,baseSpeed,spreadFactor,speedBonusMult,boost,brake,rowEnvMult,trajectoryMult,areaBonusMult,governorMult,servoSaturated,servoHeadroom,bandHeadroom,finishClamp,gapAhead
luger-hill,open,1,0,0.75,3,28,0.000240035,0.000240035,0.000221224,0.91866,1,1,1,1,1.085029,1,1,0,0.014971,0.162679,0,0.2248
luger-hill,open,1,0,0.75,4,14,0.000214224,0.000214224,0.000252028,1.0353,1.010893,1,1,1,0.85,1,1,0,0.25,0.04604,0,0.387
luger-hill,open,1,0,0.75,5,11,0.000220608,0.000220608,0.000263939,1.050275,1.043573,1.04,0.945,1,0.850456,1,1,0,0.249544,0.031064,0,0.3277
luger-hill,open,1,0,0.75,6,0,0.0002028,0.0002028,0.000242764,0.986613,1.021786,1.04,0.945,1,0.85,1,1,0,0.25,0.094727,0,0.0659
luger-hill,open,1,0,0.75,7,16,0.000217524,0.000217524,0.0002448,0.974117,1.043573,1.04,0.945,1,0.90413,1,1,0,0.19587,0.107222,0,0.0175
luger-hill,open,1,0,0.75,8,37,0.000230934,0.000230934,0.000260399,1.08134,1,1,0.945,1,0.938463,1,1,0,0.161537,0,0,0.0891
luger-hill,open,1,0,0.75,9,39,0.00022569,0.00022569,0.000238891,0.981332,1.010893,1,0.945,1,0.999728,1,1,0,0.100272,0.100007,0,0.0905
luger-hill,open,1,0,0.75,10,17,0.000241473,0.000241473,0.000260428,1.069804,1.010893,1.04,0.945,1,0.943446,1,1,0,0.156554,0.011536,0,0.3977
luger-hill,open,1,0,0.75,11,18,0.000263542,0.000263542,0.000253528,1.030356,1.021786,1,0.945,1,1.1,1,1,1,0,0.050983,0,0.2093
luger-hill,open,1,0,0.75,12,8,0.000218654,0.000218654,0.000257239,1.045442,1.021786,1,1,1,0.85,1,1,0,0.25,0.035898,0,0.054
luger-hill,open,1,0,0.75,13,38,0.000217378,0.000217378,0.000221224,0.91866,1,1.04,0.945,1,0.999809,1,1,0,0.100191,0.162679,0,0.1547
luger-hill,open,1,0,0.75,14,34,0.000225011,0.000225011,0.000268909,1.08134,1.03268,1.04,0.945,1,0.851398,1,1,0,0.248602,0,0,0.1845
luger-hill,open,1,0,0.75,15,36,0.000203329,0.000203329,0.000243397,1.010735,1,1.04,0.945,1,0.85,1,1,0,0.25,0.070605,0,0.0317
luger-hill,open,1,0,0.8,1,32,0.000268865,0.000268865,0.000268909,1.08134,1.03268,1,1,1,0.999835,1,1,0,0.100165,0,0,0
luger-hill,open,1,0,0.8,2,28,0.000232647,0.000232647,0.000221224,0.91866,1,1,1,1,1.051634,1,1,0,0.048366,0.162679,0,1.6404
luger-hill,open,1,0,0.8,3,18,0.000284948,0.000284948,0.000266072,1.08134,1.021786,1,1,1,1.070941,1,1,0,0.029059,0,0,0.1422
luger-hill,open,1,0,0.8,4,16,0.000259862,0.000259862,0.00024483,0.974236,1.043573,1,1,1,1.0614,1,1,0,0.0386,0.107104,0,0.1627
luger-hill,open,1,0,0.8,5,4,0.000195901,0.000195901,0.000243885,1.001849,1.010893,1,0.945,1,0.85,1,1,0,0.25,0.079491,0,0.2576
luger-hill,open,1,0,0.8,6,39,0.00024735,0.00024735,0.000262652,1.07894,1.010893,1,0.945,1,0.996553,1,1,0,0.103447,0.0024,0,0.1
luger-hill,open,1,0,0.8,7,37,0.000231829,0.000231829,0.000260399,1.08134,1,1,0.945,1,0.9421,1,1,0,0.1579,0,0,0.2863
luger-hill,open,1,0,0.8,8,14,0.000228432,0.000228432,0.000252028,1.0353,1.010893,1,0.945,1,0.959126,1,1,0,0.140874,0.04604,0,0.0911
luger-hill,open,1,0,0.8,9,17,0.000237152,0.000237152,0.000263236,1.08134,1.010893,1.04,0.945,1,0.916677,1,1,0,0.183323,0,0,0.1091
luger-hill,open,1,0,0.8,10,11,0.000224167,0.000224167,0.000263659,1.049161,1.043573,1.04,0.945,1,0.865094,1,1,0,0.234906,0.032179,0,0.1207
luger-hill,open,1,0,0.8,11,0,0.000193082,0.000193082,0.000240376,0.976907,1.021786,1,0.945,1,0.85,1,1,0,0.25,0.104432,0,0.5814
luger-hill,open,1,0,0.8,12,7,0.000217592,0.000217592,0.000260399,1.08134,1,1.04,0.945,1,0.850232,1,1,0,0.249768,0,0,0.026
luger-hill,open,1,0,0.8,13,8,0.000220307,0.000220307,0.000259184,1.053345,1.021786,1,1,1,0.85,1,1,0,0.25,0.027995,0,0.2157
luger-hill,open,1,0,0.8,14,34,0.000224641,0.000224641,0.000268909,1.08134,1.03268,1.04,0.945,1,0.85,1,1,0,0.25,0,0,0.1699
luger-hill,open,1,0,0.8,15,38,0.000217378,0.000217378,0.000221224,0.91866,1,1.04,0.945,1,0.999809,1,1,0,0.100191,0.162679,0,0.2835
