arm,track,type,seed,finaleLeadChanges,finaleDistinctLeaders,deadFinale,gapP1P2,gapP2P3,leaderToMedianLen,frontGroupAtLine,duoEscape,within3At090,bandReach,runaway,parade
PROD-G075,city-circuit,closed,1,3,3,0,0.0109,0.4335,13.131,6,0,4,0.7648,0,0
PROD-G075,city-circuit,closed,2,0,1,1,1.2221,1.6166,11.18,3,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,3,1,2,0,0.629,0.2423,10.9202,10,0,8,0.7648,0,0
PROD-G075,city-circuit,closed,4,2,3,0,2.193,0.5688,6.9507,5,0,7,0.7648,0,0
PROD-G075,city-circuit,closed,5,2,3,0,2.1645,1.4992,6.4721,2,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,6,3,4,0,1.4041,0.0937,9.7446,4,0,5,0.7648,0,0
PROD-G075,city-circuit,closed,7,1,2,0,0.5976,1.1327,9.8663,4,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,8,1,2,0,1.0317,0.1676,5.999,3,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,9,0,1,1,1.1999,0.3019,18.5345,4,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,10,3,4,0,0.5652,0.109,9.5762,10,0,8,0.7648,0,0
PROD-G075,city-circuit,closed,11,2,3,0,0.6972,0.8756,8.9093,6,0,6,0.7648,0,0
PROD-G075,city-circuit,closed,12,5,6,0,0.2145,0.7377,12.6666,6,0,5,0.7648,0,0
PROD-G075,city-circuit,closed,13,2,3,0,1.1983,2.1902,10.668,2,0,7,0.7648,0,0
PROD-G075,city-circuit,closed,14,0,1,1,3.1748,1.1114,18.4631,1,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,15,4,5,0,0.4965,0.8007,13.4636,4,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,16,1,2,0,2.8275,1.5272,8.9168,2,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,17,2,3,0,0.007,1.5024,8.7025,4,1,1,0.7648,0,0
PROD-G075,city-circuit,closed,18,1,2,0,0.6968,0.4755,8.2383,13,0,5,0.7648,0,0
PROD-G075,city-circuit,closed,19,5,6,0,1.0963,0.9336,8.985,9,0,11,0.7648,0,0
PROD-G075,city-circuit,closed,20,4,5,0,1.9359,0.1335,14.6065,5,0,3,0.7648,0,0
PROD-G075,city-circuit,closed,21,2,3,0,0.7769,0.4162,13.8829,4,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,22,2,3,0,0.4615,0.2903,8.6955,10,0,9,0.7648,0,0
PROD-G075,city-circuit,closed,23,0,1,1,0.935,0.7217,5.5516,9,0,6,0.7648,0,0
PROD-G075,city-circuit,closed,24,5,6,0,0.7651,0.5824,6.2164,11,0,9,0.7648,0,0
PROD-G075,city-circuit,closed,25,1,2,0,2.6085,0.9342,11.7488,2,0,4,0.7648,0,0
PROD-G075,city-circuit,closed,26,1,2,0,2.049,0.9843,11.5098,2,0,6,0.7648,0,0
PROD-G075,city-circuit,closed,27,1,2,0,2.1618,1.444,10.1237,2,0,3,0.7648,0,0
PROD-G075,city-circuit,closed,28,1,2,0,0.9452,0.323,5.7056,7,0,6,0.7648,0,0
PROD-G075,city-circuit,closed,29,3,4,0,1.0831,1.7258,9.4185,6,0,5,0.7648,0,0
PROD-G075,city-circuit,closed,30,3,4,0,0.1381,0.4398,15.6539,7,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,31,0,1,1,0.803,0.0424,11.5774,7,0,8,0.7648,0,0
PROD-G075,city-circuit,closed,32,1,2,0,2.0025,0.0178,7.323,3,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,33,1,2,0,0.4015,1.424,7.3188,6,0,0,0.7648,0,0
PROD-G075,city-circuit,closed,34,1,2,0,1.455,0.2736,15.8719,4,0,3,0.7648,0,0
PROD-G075,city-circuit,closed,35,2,3,0,2.172,1.531,13.552,2,0,5,0.7648,0,0
PROD-G075,city-circuit,closed,36,0,1,1,1.2002,0.8983,13.7929,3,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,37,0,1,1,1.6434,3.4288,12.2979,2,0,3,0.7648,0,0
PROD-G075,city-circuit,closed,38,1,2,0,0.4609,0.3105,12.7157,10,0,8,0.7648,0,0
PROD-G075,city-circuit,closed,39,3,4,0,0.3965,1.4703,11.9965,10,0,10,0.7648,0,0
PROD-G075,city-circuit,closed,40,2,3,0,0.9682,0.0185,14.6007,6,0,6,0.7648,0,0
PROD-G075,city-circuit,closed,41,1,2,0,1.4662,1.838,11.5983,2,0,3,0.7648,0,0
PROD-G075,city-circuit,closed,42,3,4,0,2.3243,1.4103,14.0633,2,0,3,0.7648,0,0
PROD-G075,city-circuit,closed,43,3,4,0,1.4132,0.7332,9.1891,7,0,7,0.7648,0,0
PROD-G075,city-circuit,closed,44,1,2,0,0.7719,0.7272,5.3783,13,0,12,0.7648,0,0
PROD-G075,city-circuit,closed,45,1,2,0,5.7132,3.5722,16.2871,1,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,46,0,1,1,0.5326,1.5611,16.041,4,1,3,0.7648,0,0
PROD-G075,city-circuit,closed,47,0,1,1,0.7982,2.198,11.7561,3,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,48,1,2,0,0.1347,0.7463,7.1457,8,0,4,0.7648,0,0
PROD-G075,city-circuit,closed,49,1,2,0,0.2585,0.444,10.5929,6,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,50,1,2,0,1,2.6059,9.5939,2,0,0,0.7648,1,0
PROD-G075,city-circuit,closed,51,2,3,0,1.4286,0.0814,11.3724,4,0,6,0.7648,0,0
PROD-G075,city-circuit,closed,52,2,3,0,0.3574,0.0831,9.9262,10,0,6,0.7648,0,0
PROD-G075,city-circuit,closed,53,0,1,1,1.4296,1.2522,8.7961,5,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,54,2,2,0,1.5011,0.0084,8.7759,11,0,9,0.7648,0,0
PROD-G075,city-circuit,closed,55,0,1,1,1.0271,0.8984,11.5634,3,0,5,0.7648,0,0
PROD-G075,city-circuit,closed,56,4,5,0,1.5117,0.6019,7.1031,9,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,57,1,2,0,0.3943,0.8477,12.0691,5,0,4,0.7648,0,0
PROD-G075,city-circuit,closed,58,2,3,0,1.5733,0.0481,9.5002,8,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,59,1,2,0,1.1219,0.1625,11.0991,6,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,60,1,2,0,0.3596,0.5331,2.255,23,0,12,0.7648,0,0
PROD-G075,city-circuit,closed,61,2,3,0,1.2295,0.2716,6.0024,6,0,11,0.7648,0,0
PROD-G075,city-circuit,closed,62,0,1,1,1.0798,2.8354,11.3306,2,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,63,0,1,1,1.5014,3.4145,9.2272,2,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,64,0,1,1,2.7067,1.6179,13.4799,2,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,65,3,4,0,0.3966,0.6593,7.5916,7,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,66,3,4,0,1.0451,0.0842,13.7373,4,0,4,0.7648,0,0
PROD-G075,city-circuit,closed,67,1,2,0,5.3493,6.4774,18.7109,1,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,68,0,1,1,0.5305,0.942,12.5924,8,0,9,0.7648,0,0
PROD-G075,city-circuit,closed,69,7,4,0,1.4019,0.1537,11.615,7,0,8,0.7648,0,0
PROD-G075,city-circuit,closed,70,3,3,0,1.0821,0.2931,11.4921,9,0,6,0.7648,0,0
PROD-G075,city-circuit,closed,71,1,2,0,0.0673,1.1262,10.189,6,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,72,5,6,0,0.796,1.0908,9.8134,4,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,73,2,3,0,1.919,1.1996,13.4645,2,0,0,0.7648,1,0
PROD-G075,city-circuit,closed,74,1,2,0,1.3328,2.5176,10.8564,2,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,75,2,3,0,0.0318,0.1018,2.8733,21,0,7,0.7648,0,0
PROD-G075,city-circuit,closed,76,0,1,1,0.3879,1.391,10.1126,3,0,3,0.7648,0,0
PROD-G075,city-circuit,closed,77,2,3,0,0.7424,1.8397,6.4865,5,0,5,0.7648,0,0
PROD-G075,city-circuit,closed,78,1,2,0,0.5499,0.9234,6.0687,8,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,79,3,4,0,0.888,0.3835,7.8645,5,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,80,1,2,0,1.5944,1.0442,15.6939,3,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,81,0,1,1,0.6716,0.1318,10.7221,8,0,8,0.7648,0,0
PROD-G075,city-circuit,closed,82,0,1,1,3.3477,0.5813,12.8256,1,0,4,0.7648,0,0
PROD-G075,city-circuit,closed,83,2,3,0,2.2883,0.5884,19.1176,3,0,3,0.7648,0,0
PROD-G075,city-circuit,closed,84,2,3,0,1.2012,0.8106,10.5429,3,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,85,2,3,0,0.0012,0.2181,7.1972,5,0,3,0.7648,0,0
PROD-G075,city-circuit,closed,86,4,4,0,0.7296,1.0909,13.1242,9,0,7,0.7648,0,0
PROD-G075,city-circuit,closed,87,2,2,0,0.3298,0.1531,6.9616,12,0,12,0.7648,0,0
PROD-G075,city-circuit,closed,88,2,3,0,1.1073,2.5975,10.0361,2,0,0,0.7648,1,0
PROD-G075,city-circuit,closed,89,3,4,0,0.5859,1.4257,8.2746,6,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,90,2,3,0,0.1045,1.0711,10.971,8,0,8,0.7648,0,0
PROD-G075,city-circuit,closed,91,1,2,0,1.059,0.4725,4.7572,11,0,9,0.7648,0,0
PROD-G075,city-circuit,closed,92,2,3,0,1.1985,3.1195,10.6542,2,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,93,2,3,0,2.2238,3.1012,10.8872,2,0,1,0.7648,0,0
PROD-G075,city-circuit,closed,94,3,4,0,1.2945,0.3169,5.0127,5,0,13,0.7648,0,0
PROD-G075,city-circuit,closed,95,4,4,0,0.8323,0.2855,7.6805,12,0,6,0.7648,0,0
PROD-G075,city-circuit,closed,96,4,4,0,0.1024,0.4287,2.7024,22,0,10,0.7648,0,0
PROD-G075,city-circuit,closed,97,1,2,0,0.6237,0.6234,6.959,7,0,6,0.7648,0,0
PROD-G075,city-circuit,closed,98,5,6,0,1.8026,0.9646,10.3736,3,0,2,0.7648,0,0
PROD-G075,city-circuit,closed,99,2,3,0,1.4999,0.0021,12.0236,4,0,7,0.7648,0,0
PROD-G075,city-circuit,closed,100,0,1,1,0.2603,1.2192,5.4197,10,0,14,0.7648,0,0
PROD-G075,searound,closed,1,1,2,0,0.2239,1.1667,10.461,3,0,0,0.745,0,0
PROD-G075,searound,closed,2,0,1,1,2.4596,1.9562,17.7901,2,0,4,0.745,0,0
PROD-G075,searound,closed,3,3,4,0,1.139,0.7309,16.2105,5,0,1,0.745,0,0
PROD-G075,searound,closed,4,2,3,0,0.2155,3.0457,13.2376,2,1,1,0.745,0,1
PROD-G075,searound,closed,5,1,2,0,0.2755,1.1879,6.8165,6,0,0,0.745,0,0
PROD-G075,searound,closed,6,3,4,0,5.2451,0.0728,8.604,1,0,0,0.745,1,0
PROD-G075,searound,closed,7,1,2,0,1.5775,0.2419,7.7892,9,0,3,0.745,0,0
PROD-G075,searound,closed,8,3,4,0,1.2106,0.0102,13.5888,3,0,1,0.745,0,0
PROD-G075,searound,closed,9,2,3,0,0.6924,0.8135,9.1153,4,0,4,0.745,0,0
PROD-G075,searound,closed,10,3,4,0,0.0642,0.7592,15.9415,8,0,7,0.745,0,0
PROD-G075,searound,closed,11,0,1,1,0.1835,0.2754,6.0814,12,0,1,0.745,0,0
PROD-G075,searound,closed,12,1,2,0,2.7125,0.3446,13.805,2,0,0,0.745,1,0
PROD-G075,searound,closed,13,0,1,1,1.5698,2.4279,8.9323,2,0,3,0.745,0,0
PROD-G075,searound,closed,14,2,3,0,1.0216,1.7356,8.1318,3,0,1,0.745,0,0
PROD-G075,searound,closed,15,2,3,0,5.4219,1.5013,12.2824,1,0,0,0.745,1,0
PROD-G075,searound,closed,16,2,3,0,0.8249,0.6945,9.9931,7,0,6,0.745,0,0
PROD-G075,searound,closed,17,2,3,0,1.8706,2.8007,8.3009,2,0,0,0.745,0,0
PROD-G075,searound,closed,18,0,1,1,0.977,0.9201,8.7244,3,0,4,0.745,0,0
PROD-G075,searound,closed,19,0,1,1,1.4669,1.0215,11.05,5,0,1,0.745,0,0
PROD-G075,searound,closed,20,1,2,0,0.7926,2.1366,10.6184,3,0,0,0.745,0,0
PROD-G075,searound,closed,21,1,2,0,2.0503,3.9531,13.085,2,0,1,0.745,0,0
PROD-G075,searound,closed,22,0,1,1,0.921,1.2362,11.012,6,0,4,0.745,0,0
PROD-G075,searound,closed,23,1,2,0,1.8588,0.9308,12.7646,3,0,1,0.745,0,0
PROD-G075,searound,closed,24,7,6,0,0.4762,0.2176,6.0752,12,0,11,0.745,0,0
PROD-G075,searound,closed,25,0,1,1,1.3112,1.3515,12.182,3,0,2,0.745,0,0
PROD-G075,searound,closed,26,2,3,0,2.423,0.2754,12.8365,3,0,1,0.745,0,0
PROD-G075,searound,closed,27,1,2,0,2.8705,0.8065,8.7952,2,0,0,0.745,1,0
PROD-G075,searound,closed,28,1,2,0,2.3614,0.0294,8.2119,8,0,5,0.745,0,0
PROD-G075,searound,closed,29,1,2,0,2.9253,1.4854,18.0552,2,0,1,0.745,0,0
PROD-G075,searound,closed,30,1,2,0,0.6987,0.4174,11.4652,3,0,2,0.745,0,0
PROD-G075,searound,closed,31,1,2,0,2.1339,0.6888,6.827,3,0,2,0.745,0,0
PROD-G075,searound,closed,32,2,3,0,0.267,1.4368,6.7967,6,0,6,0.745,0,0
PROD-G075,searound,closed,33,1,2,0,0.7636,0.7244,10.62,3,0,5,0.745,0,0
PROD-G075,searound,closed,34,1,2,0,0.3625,1.1981,7.5769,5,0,2,0.745,0,0
PROD-G075,searound,closed,35,1,2,0,0.6327,0.2117,19.0122,4,0,3,0.745,0,0
PROD-G075,searound,closed,36,1,2,0,2.6209,0.8422,14.9578,2,0,4,0.745,0,0
PROD-G075,searound,closed,37,1,2,0,1.1976,2.6655,8.3382,2,0,0,0.745,1,0
PROD-G075,searound,closed,38,2,3,0,1.8236,1.0409,13.5637,3,0,2,0.745,0,0
PROD-G075,searound,closed,39,3,4,0,0.6944,0.1794,13.2592,8,0,3,0.745,0,0
PROD-G075,searound,closed,40,2,3,0,1.9945,0.5266,12.4743,6,0,2,0.745,0,0
PROD-G075,searound,closed,41,2,3,0,0.2712,1.349,9.2277,7,0,8,0.745,0,0
PROD-G075,searound,closed,42,2,3,0,1.396,0.5623,3.9167,9,0,8,0.745,0,0
PROD-G075,searound,closed,43,2,3,0,1.6608,2.2528,11.9894,2,0,5,0.745,0,0
PROD-G075,searound,closed,44,4,5,0,0.1169,1.7666,8.6684,7,1,3,0.745,0,0
PROD-G075,searound,closed,45,4,5,0,0.3168,0.8238,15.5336,3,0,3,0.745,0,0
PROD-G075,searound,closed,46,1,2,0,3.8526,2.576,11.7486,1,0,1,0.745,0,0
PROD-G075,searound,closed,47,3,4,0,0.3423,0.8516,11.3604,3,0,0,0.745,0,0
PROD-G075,searound,closed,48,2,3,0,4.8568,1.61,14.4128,1,0,2,0.745,0,0
PROD-G075,searound,closed,49,0,1,1,1.5829,0.0871,10.8766,4,0,6,0.745,0,0
PROD-G075,searound,closed,50,1,2,0,0.7093,0.0942,11.8629,7,0,3,0.745,0,0
PROD-G075,searound,closed,51,2,3,0,0.5787,0.2628,13.143,10,0,7,0.745,0,0
PROD-G075,searound,closed,52,1,2,0,1.5195,0.6968,10.9753,3,0,1,0.745,0,0
PROD-G075,searound,closed,53,1,2,0,0.71,2.3824,13.1355,2,0,1,0.745,0,0
PROD-G075,searound,closed,54,3,4,0,0.6835,0.6266,9.8109,4,0,3,0.745,0,0
PROD-G075,searound,closed,55,2,3,0,4.0296,0.9922,11.5752,1,0,1,0.745,0,0
PROD-G075,searound,closed,56,1,2,0,1.4245,0.4898,8.7531,3,0,4,0.745,0,0
PROD-G075,searound,closed,57,1,2,0,1.3267,0.2394,12.9273,7,0,4,0.745,0,0
PROD-G075,searound,closed,58,3,4,0,1.6257,0.1613,11.7716,7,0,6,0.745,0,0
PROD-G075,searound,closed,59,2,3,0,1.5517,5.9321,13.6421,2,0,1,0.745,0,0
PROD-G075,searound,closed,60,1,2,0,1.5569,3.7443,12.4578,2,0,2,0.745,0,0
PROD-G075,searound,closed,61,2,3,0,0.7526,2.6218,11.4385,2,0,0,0.745,0,0
PROD-G075,searound,closed,62,2,3,0,3.7873,1.4721,14.3939,1,0,2,0.745,0,0
PROD-G075,searound,closed,63,2,3,0,0.3919,0.7315,7.3312,10,0,7,0.745,0,0
PROD-G075,searound,closed,64,1,2,0,1.4658,1.2484,8.1476,3,0,1,0.745,0,0
PROD-G075,searound,closed,65,4,4,0,1.0025,0.4565,6.3304,5,0,11,0.745,0,0
PROD-G075,searound,closed,66,0,1,1,1.7645,1.2696,9.6388,2,0,2,0.745,0,0
PROD-G075,searound,closed,67,1,2,0,5.3064,2.6556,16.1496,1,0,0,0.745,1,0
PROD-G075,searound,closed,68,2,3,0,1.2007,3.0477,13.3749,2,0,2,0.745,0,0
PROD-G075,searound,closed,69,2,3,0,0.7918,0.983,8.802,3,0,1,0.745,0,0
PROD-G075,searound,closed,70,5,5,0,3.0872,0.8108,6.8397,1,0,13,0.745,0,0
PROD-G075,searound,closed,71,1,2,0,0.9258,0.496,13.3411,12,0,3,0.745,0,0
PROD-G075,searound,closed,72,1,2,0,0.256,1.5867,11.2738,3,1,1,0.745,0,0
PROD-G075,searound,closed,73,1,2,0,0.9317,0.2606,17.5391,3,0,1,0.745,0,0
PROD-G075,searound,closed,74,1,2,0,0.3722,0.8267,12.0238,3,0,2,0.745,0,0
PROD-G075,searound,closed,75,2,3,0,5.2804,4.3732,12.292,1,0,0,0.745,1,0
PROD-G075,searound,closed,76,3,4,0,0.0391,0.389,14.6174,6,0,1,0.745,0,0
PROD-G075,searound,closed,77,2,3,0,2.1289,2.0855,12.9444,2,0,1,0.745,0,0
PROD-G075,searound,closed,78,2,3,0,0.6852,0.1518,4.7898,12,0,2,0.745,0,0
PROD-G075,searound,closed,79,1,2,0,3.0518,0.4841,11.7175,1,0,3,0.745,0,0
PROD-G075,searound,closed,80,2,3,0,1.2212,0.791,8.1066,7,0,10,0.745,0,0
PROD-G075,searound,closed,81,1,2,0,3.8084,1.9038,19.1346,1,0,0,0.745,1,0
PROD-G075,searound,closed,82,0,1,1,0.7658,1.173,9.5154,3,0,1,0.745,0,0
PROD-G075,searound,closed,83,3,4,0,0.9025,6.0102,19.1511,2,0,1,0.745,0,0
PROD-G075,searound,closed,84,4,5,0,0.1851,0.0953,17.1715,7,0,3,0.745,0,0
PROD-G075,searound,closed,85,2,3,0,2.6861,0.3296,21.2297,2,0,1,0.745,0,0
PROD-G075,searound,closed,86,1,2,0,3.8247,0.8352,5.7667,1,0,14,0.745,0,0
PROD-G075,searound,closed,87,1,2,0,1.414,1.1556,13.1113,3,0,3,0.745,0,0
PROD-G075,searound,closed,88,2,3,0,0.1061,1.4394,15.3083,3,0,2,0.745,0,0
PROD-G075,searound,closed,89,2,3,0,0.0345,0.1033,5.6846,10,0,2,0.745,0,0
PROD-G075,searound,closed,90,2,2,0,0.2714,0.8197,7.8418,9,0,9,0.745,0,0
PROD-G075,searound,closed,91,2,3,0,1.4373,0.8491,12.223,8,0,7,0.745,0,0
PROD-G075,searound,closed,92,1,2,0,2.5192,1.7809,18.0092,2,0,2,0.745,0,0
PROD-G075,searound,closed,93,1,2,0,2.0036,1.6084,6.8991,2,0,4,0.745,0,0
PROD-G075,searound,closed,94,2,3,0,2.9936,1.0547,12.3013,2,0,5,0.745,0,0
PROD-G075,searound,closed,95,1,2,0,1.5698,4.5206,8.7123,2,0,0,0.745,1,0
PROD-G075,searound,closed,96,1,2,0,0.7864,3.2076,8.5303,2,0,0,0.745,0,0
PROD-G075,searound,closed,97,2,3,0,1.1596,0.2326,9.1358,7,0,5,0.745,0,0
PROD-G075,searound,closed,98,2,3,0,4.124,0.883,15.7175,1,0,3,0.745,0,0
PROD-G075,searound,closed,99,1,2,0,0.2355,0.5945,10.1761,6,0,8,0.745,0,0
PROD-G075,searound,closed,100,1,2,0,0.8837,1.1046,10.5868,3,0,0,0.745,0,0
PROD-G075,mountainstreet,open,1,5,6,0,0.5575,0.7029,12.4252,3,0,0,0.7075,0,0
PROD-G075,mountainstreet,open,2,3,4,0,1.2536,0.2185,9.0493,10,0,11,0.7075,0,0
PROD-G075,mountainstreet,open,3,2,3,0,1.4976,2.8713,18.1876,2,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,4,2,3,0,2.073,0.2572,14.9907,3,0,7,0.7075,0,0
PROD-G075,mountainstreet,open,5,2,3,0,2.5148,0.9047,10.0135,2,0,0,0.7075,1,0
PROD-G075,mountainstreet,open,6,0,1,1,0.679,0.4611,7.7138,8,0,6,0.7075,0,0
PROD-G075,mountainstreet,open,7,4,5,0,1.2243,0.2766,10.7397,5,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,8,0,1,1,3.0251,0.2219,10.2327,1,0,0,0.7075,1,0
PROD-G075,mountainstreet,open,9,3,4,0,0.117,2.4331,13.4792,4,1,3,0.7075,0,0
PROD-G075,mountainstreet,open,10,2,3,0,2.6388,0.9444,12.922,2,0,4,0.7075,0,0
PROD-G075,mountainstreet,open,11,0,1,1,1.8292,1.219,7.9977,2,0,4,0.7075,0,0
PROD-G075,mountainstreet,open,12,3,4,0,1.5162,1.4149,12.1075,3,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,13,6,7,0,0.8103,1.2951,10.6193,4,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,14,1,2,0,0.3456,1.0548,8.6421,10,0,11,0.7075,0,0
PROD-G075,mountainstreet,open,15,2,3,0,0.179,1.0355,11.5168,4,0,0,0.7075,0,0
PROD-G075,mountainstreet,open,16,3,4,0,0.5302,1.0385,11.0063,7,0,9,0.7075,0,0
PROD-G075,mountainstreet,open,17,2,3,0,1.782,3.3475,13.1678,2,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,18,4,5,0,0.4936,0.7228,12.9677,6,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,19,2,3,0,0.2048,1.0592,10.9364,8,0,7,0.7075,0,0
PROD-G075,mountainstreet,open,20,2,3,0,0.5313,0.2539,4.1838,15,0,10,0.7075,0,0
PROD-G075,mountainstreet,open,21,1,2,0,0.527,0.9473,10.5271,7,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,22,2,3,0,1.9762,1.4657,12.7084,2,0,3,0.7075,0,0
PROD-G075,mountainstreet,open,23,2,3,0,1.1469,0.0536,10.3677,3,0,6,0.7075,0,0
PROD-G075,mountainstreet,open,24,2,3,0,1.0718,0.9952,11.1254,5,0,6,0.7075,0,0
PROD-G075,mountainstreet,open,25,5,6,0,0.3208,1.1416,13.0363,3,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,26,0,1,1,1.4933,0.0666,14.442,3,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,27,3,4,0,1.113,0.5463,6.0662,12,0,11,0.7075,0,0
PROD-G075,mountainstreet,open,28,4,5,0,0.5058,1.0459,7.2653,6,0,13,0.7075,0,0
PROD-G075,mountainstreet,open,29,2,3,0,1.5701,2.4654,12.5273,2,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,30,2,3,0,0.015,0.0874,12.0437,9,0,6,0.7075,0,0
PROD-G075,mountainstreet,open,31,2,3,0,3.7323,2.0102,13.9104,1,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,32,2,3,0,1.5033,1.9739,12.6134,2,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,33,1,2,0,1.7347,0.3808,11.4918,7,0,5,0.7075,0,0
PROD-G075,mountainstreet,open,34,3,4,0,1.5741,0.593,9.7794,7,0,7,0.7075,0,0
PROD-G075,mountainstreet,open,35,2,3,0,0.6777,1.3732,9.828,4,0,4,0.7075,0,0
PROD-G075,mountainstreet,open,36,2,3,0,0.1073,0.2744,11.1747,5,0,0,0.7075,0,0
PROD-G075,mountainstreet,open,37,2,3,0,0.3473,0.7501,13.3004,3,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,38,1,2,0,0.2012,1.3702,13.4515,7,0,4,0.7075,0,0
PROD-G075,mountainstreet,open,39,2,3,0,2.3806,0.5106,17.082,3,0,3,0.7075,0,0
PROD-G075,mountainstreet,open,40,1,2,0,1.9921,0.9574,13.1052,3,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,41,1,2,0,1.4983,0.6507,11.4298,7,0,6,0.7075,0,0
PROD-G075,mountainstreet,open,42,5,6,0,1.7444,0.462,11.3848,5,0,7,0.7075,0,0
PROD-G075,mountainstreet,open,43,0,1,1,1.5018,0.2566,11.6551,6,0,5,0.7075,0,0
PROD-G075,mountainstreet,open,44,2,3,0,5.269,0.1678,12.4752,1,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,45,1,2,0,0.5032,3.2423,11.192,2,1,3,0.7075,0,0
PROD-G075,mountainstreet,open,46,0,1,1,1.3132,0.0529,12.3264,5,0,8,0.7075,0,0
PROD-G075,mountainstreet,open,47,2,3,0,1.5473,0.4447,8.3692,3,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,48,0,1,1,0.7056,0.2106,6.4741,9,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,49,3,4,0,0.7837,0.2465,12.1484,4,0,4,0.7075,0,0
PROD-G075,mountainstreet,open,50,1,2,0,1.1612,1.156,8.5251,3,0,6,0.7075,0,0
PROD-G075,mountainstreet,open,51,0,1,1,1.8968,0.7085,13.4879,3,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,52,4,5,0,0.198,2.8244,14.4536,2,1,1,0.7075,0,0
PROD-G075,mountainstreet,open,53,2,3,0,0.2682,1.0573,10.9961,3,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,54,4,5,0,0.2797,1.3294,11.109,6,0,3,0.7075,0,0
PROD-G075,mountainstreet,open,55,1,2,0,0.2761,2.399,11.2308,4,1,1,0.7075,0,0
PROD-G075,mountainstreet,open,56,2,3,0,0.5189,0.4835,9.9579,7,0,5,0.7075,0,0
PROD-G075,mountainstreet,open,57,2,3,0,0.4858,1.9804,11.7821,3,1,4,0.7075,0,0
PROD-G075,mountainstreet,open,58,0,1,1,1.2004,0.6319,13.1955,8,0,5,0.7075,0,0
PROD-G075,mountainstreet,open,59,2,3,0,3.1826,0.3136,14.0049,1,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,60,1,2,0,0.0043,3.4216,8.7363,2,1,0,0.7075,0,1
PROD-G075,mountainstreet,open,61,2,3,0,3.3852,0.3313,11.1839,1,0,0,0.7075,1,0
PROD-G075,mountainstreet,open,62,4,5,0,0.476,0.3844,13.0318,3,0,2,0.7075,0,1
PROD-G075,mountainstreet,open,63,4,5,0,0.7249,3.1809,14.5482,2,0,4,0.7075,0,0
PROD-G075,mountainstreet,open,64,2,3,0,2.7386,1.602,12.1907,2,0,1,0.7075,0,0
PROD-G075,mountainstreet,open,65,1,2,0,1.3409,0.4272,10.8575,3,0,2,0.7075,0,0
PROD-G075,mountainstreet,open,66,1,2,0,1.2377,0.4424,12.5458,5,0,5,0.7075,0,0
