arm,track,type,seed,finaleLeadChanges,finaleDistinctLeaders,deadFinale,gapP1P2,gapP2P3,leaderToMedianLen,frontGroupAtLine,duoEscape,within3At090,bandReach,runaway,parade
PROD-G15,searound,closed,25,1,2,0,1.1101,0.0871,13.1553,3,0,1,0.7348,0,0
PROD-G15,searound,closed,26,1,2,0,2.2041,0.9493,16.2575,2,0,3,0.7348,0,0
PROD-G15,searound,closed,27,2,3,0,3.5879,0.1312,11.1208,1,0,1,0.7348,0,0
PROD-G15,searound,closed,28,1,2,0,3.205,0.6403,10.8104,1,0,2,0.7348,0,0
PROD-G15,searound,closed,29,2,3,0,1.2255,3.6967,20.0155,2,0,1,0.7348,0,0
PROD-G15,searound,closed,30,0,1,1,1.2,1.6655,14.051,3,0,0,0.7348,1,0
PROD-G15,searound,closed,31,1,2,0,5.3118,0.3272,8.6091,1,0,0,0.7348,1,0
PROD-G15,searound,closed,32,1,2,0,1.397,1.4642,6.2637,4,0,8,0.7348,0,0
PROD-G15,searound,closed,33,1,2,0,1.5321,0.2752,12.6721,4,0,2,0.7348,0,0
PROD-G15,searound,closed,34,1,2,0,0.4329,1.2022,12.5675,3,0,2,0.7348,0,0
PROD-G15,searound,closed,35,0,1,1,1.2747,0.4901,22.2626,3,0,2,0.7348,0,0
PROD-G15,searound,closed,36,2,3,0,0.3895,0.7803,14.9025,4,0,1,0.7348,0,0
PROD-G15,searound,closed,37,1,2,0,0.664,2.6178,10.095,2,0,0,0.7348,0,0
PROD-G15,searound,closed,38,1,2,0,0.928,1.9997,16.2134,3,0,1,0.7348,0,0
PROD-G15,searound,closed,39,2,3,0,1.5404,0.5803,12.1461,4,0,9,0.7348,0,0
PROD-G15,searound,closed,40,0,1,1,0.6885,0.4877,12.4636,3,0,2,0.7348,0,0
PROD-G15,searound,closed,41,2,3,0,1.5,0.1831,7.4208,9,0,9,0.7348,0,0
PROD-G15,searound,closed,42,2,2,0,0.5166,0.2209,4.7331,10,0,6,0.7348,0,0
PROD-G15,searound,closed,43,4,5,0,2.2532,1.4267,9.8671,2,0,8,0.7348,0,0
PROD-G15,searound,closed,44,3,4,0,1.2839,0.037,10.2726,7,0,2,0.7348,0,0
PROD-G15,searound,closed,45,3,4,0,0.5895,2.2515,14.8948,4,0,4,0.7348,0,0
PROD-G15,searound,closed,46,1,2,0,5.535,1.8318,12.3632,1,0,1,0.7348,0,0
PROD-G15,searound,closed,47,0,1,1,0.7605,2.1132,9.4983,3,0,1,0.7348,0,0
PROD-G15,searound,closed,48,2,3,0,1.5018,0.0249,10.9108,3,0,3,0.7348,0,0
PROD-G15,searound,closed,49,3,3,0,0.1729,0.7656,10.612,8,0,7,0.7348,0,0
PROD-G15,searound,closed,50,1,2,0,1.3849,1.7378,8.9428,2,0,4,0.7348,0,0
PROD-G15,searound,closed,51,1,2,0,1.1401,0.288,14.1025,9,0,8,0.7348,0,0
PROD-G15,searound,closed,52,2,3,0,4.7367,0.0538,12.4802,1,0,4,0.7348,0,0
PROD-G15,searound,closed,53,1,2,0,3.8048,1.2005,16.1163,1,0,2,0.7348,0,0
PROD-G15,searound,closed,54,0,1,1,1.2107,1.9303,12.9584,2,0,1,0.7348,0,0
PROD-G15,searound,closed,55,0,1,1,2.6203,3.4795,9.1872,2,0,0,0.7348,1,0
PROD-G15,searound,closed,56,2,3,0,1.0912,1.4888,11.4718,3,0,1,0.7348,0,0
PROD-G15,searound,closed,57,2,3,0,1.6788,1.5394,16.6953,2,0,0,0.7348,1,0
PROD-G15,searound,closed,58,2,3,0,0.4098,0.6081,10.0113,7,0,3,0.7348,0,0
PROD-G15,searound,closed,59,1,2,0,1.4766,0.0244,11.0315,3,0,1,0.7348,0,0
PROD-G15,searound,closed,60,1,2,0,3.6989,1.2386,11.212,1,0,5,0.7348,0,0
PROD-G15,searound,closed,61,1,2,0,0.059,0.3171,13.5017,7,0,1,0.7348,0,0
PROD-G15,searound,closed,62,1,2,0,0.1854,1.7142,12.555,4,1,6,0.7348,0,0
PROD-G15,searound,closed,63,0,1,1,4.0831,3.2866,14.3156,1,0,1,0.7348,0,0
PROD-G15,searound,closed,64,2,3,0,1.988,1.0668,13.4196,2,0,0,0.7348,0,0
PROD-G15,searound,closed,65,0,1,1,1.1518,1.1794,7.059,5,0,10,0.7348,0,0
PROD-G15,searound,closed,66,1,2,0,5.1679,0.4345,12.0686,1,0,0,0.7348,1,0
PROD-G15,searound,closed,67,2,3,0,1.0458,7.2603,14.8755,2,0,1,0.7348,0,0
PROD-G15,searound,closed,68,1,2,0,5.3286,1.7511,21.7667,1,0,1,0.7348,0,0
PROD-G15,searound,closed,69,2,3,0,0.9812,0.7403,11.3254,5,0,3,0.7348,0,0
PROD-G15,searound,closed,70,0,1,1,0.1364,0.1626,2.2686,20,0,2,0.7348,0,0
PROD-G15,searound,closed,71,2,3,0,1.2979,0.229,15.11,6,0,3,0.7348,0,0
PROD-G15,searound,closed,72,0,1,1,0.1996,2.1047,9.9822,4,1,1,0.7348,0,0
PROD-G15,searound,closed,73,2,3,0,5.6893,1.1959,15.9218,1,0,1,0.7348,0,0
PROD-G15,searound,closed,74,0,1,1,1.175,0.2827,6.671,3,0,1,0.7348,0,0
PROD-G15,searound,closed,75,2,3,0,9.0019,2.5924,15.1364,1,0,0,0.7348,1,0
PROD-G15,searound,closed,76,1,2,0,1.8115,2.058,17.5461,2,0,4,0.7348,0,0
PROD-G15,searound,closed,77,1,2,0,4.8464,0.9575,13.2847,1,0,0,0.7348,1,0
PROD-G15,searound,closed,78,2,3,0,0.772,0.0862,6.5781,11,0,2,0.7348,0,0
PROD-G15,searound,closed,79,2,3,0,0.6235,0.3118,13.8053,6,0,1,0.7348,0,0
PROD-G15,searound,closed,80,3,4,0,2.6172,0.1827,11.0354,3,0,8,0.7348,0,0
PROD-G15,searound,closed,81,2,3,0,2.8539,3.8479,18.8737,2,0,2,0.7348,0,0
PROD-G15,searound,closed,82,0,1,1,3.3376,1.9464,12.564,1,0,1,0.7348,0,0
PROD-G15,searound,closed,83,2,3,0,0.4391,0.0823,20.0159,4,0,3,0.7348,0,0
PROD-G15,searound,closed,84,1,2,0,0.9056,0.1722,16.827,6,0,2,0.7348,0,0
PROD-G15,searound,closed,85,2,3,0,1.5002,2.0721,15.5874,2,0,1,0.7348,0,0
PROD-G15,searound,closed,86,1,2,0,1.36,2.1522,5.7022,2,0,5,0.7348,0,0
PROD-G15,searound,closed,87,1,2,0,1.8401,2.9539,14.4285,2,0,1,0.7348,0,0
PROD-G15,searound,closed,88,1,2,0,0.5114,1.0036,15.3839,3,0,2,0.7348,0,0
PROD-G15,searound,closed,89,1,2,0,1.5,0.5173,7.1039,4,0,1,0.7348,0,0
PROD-G15,searound,closed,90,1,2,0,2.9084,1.3133,13.0807,2,0,3,0.7348,0,0
PROD-G15,searound,closed,91,2,3,0,2.2285,0.5501,14.3383,3,0,10,0.7348,0,0
PROD-G15,searound,closed,92,3,4,0,2.3409,1.986,21.6069,2,0,2,0.7348,0,0
PROD-G15,searound,closed,93,1,2,0,3.0282,1.373,7.6176,1,0,5,0.7348,0,0
PROD-G15,searound,closed,94,3,4,0,0.4004,0.6363,9.5892,9,0,2,0.7348,0,0
PROD-G15,searound,closed,95,0,1,1,1.1963,1.8863,7.7217,2,0,0,0.7348,1,0
PROD-G15,searound,closed,96,3,4,0,2.6089,0.8781,8.55,2,0,6,0.7348,0,0
PROD-G15,searound,closed,97,2,3,0,1.0743,0.4758,10.4854,3,0,2,0.7348,0,0
PROD-G15,searound,closed,98,1,2,0,4.7983,2.4662,15.9559,1,0,1,0.7348,0,0
PROD-G15,searound,closed,99,1,2,0,1.8255,1.6421,13.6731,2,0,4,0.7348,0,0
PROD-G15,searound,closed,100,2,3,0,1.1966,0.0467,11.218,5,0,0,0.7348,1,0
PROD-G15,mountainstreet,open,1,3,4,0,0.9102,2.5731,12.6295,2,0,0,0.701,0,0
PROD-G15,mountainstreet,open,2,3,4,0,1.0792,0.552,10.9866,3,0,1,0.701,0,0
PROD-G15,mountainstreet,open,3,3,4,0,1.2156,3.4661,16.7738,2,0,2,0.701,0,0
PROD-G15,mountainstreet,open,4,2,3,0,1.2017,1.585,15.5321,3,0,7,0.701,0,0
PROD-G15,mountainstreet,open,5,1,2,0,2.5153,1.4999,9.6357,2,0,0,0.701,1,0
PROD-G15,mountainstreet,open,6,3,4,0,0.616,0.9938,8.6017,7,0,5,0.701,0,0
PROD-G15,mountainstreet,open,7,1,2,0,1.1409,2.0315,12.0969,2,0,1,0.701,0,0
PROD-G15,mountainstreet,open,8,3,4,0,0.1506,2.1078,10.2637,4,1,0,0.701,0,0
PROD-G15,mountainstreet,open,9,1,2,0,1.749,0.0759,13.9025,3,0,3,0.701,0,0
PROD-G15,mountainstreet,open,10,1,2,0,0.5519,0.9448,11.7035,3,0,3,0.701,0,0
PROD-G15,mountainstreet,open,11,2,3,0,2.5747,0.929,8.608,2,0,5,0.701,0,0
PROD-G15,mountainstreet,open,12,2,3,0,3.5421,1.5882,15.5882,1,0,1,0.701,0,0
PROD-G15,mountainstreet,open,13,6,7,0,0.6665,0.9371,12.0993,4,0,3,0.701,0,0
PROD-G15,mountainstreet,open,14,1,2,0,0.9454,0.2548,8.7349,11,0,11,0.701,0,0
PROD-G15,mountainstreet,open,15,1,2,0,2.7492,1.4795,13.9996,2,0,1,0.701,0,0
PROD-G15,mountainstreet,open,16,2,3,0,1.4014,1.0388,10.446,3,0,7,0.701,0,0
PROD-G15,mountainstreet,open,17,3,4,0,0.1445,0.749,11.1744,6,0,2,0.701,0,0
PROD-G15,mountainstreet,open,18,2,3,0,0.3375,0.8789,13.3455,4,0,2,0.701,0,0
PROD-G15,mountainstreet,open,19,2,3,0,1.208,0.8294,13.1154,4,0,5,0.701,0,0
PROD-G15,mountainstreet,open,20,0,1,1,0.2509,0.1301,4.7439,15,0,10,0.701,0,0
PROD-G15,mountainstreet,open,21,0,1,1,1.4978,1.8407,13.0395,2,0,1,0.701,0,0
PROD-G15,mountainstreet,open,22,1,2,0,1.6327,1.8321,12.7979,2,0,3,0.701,0,0
PROD-G15,mountainstreet,open,23,3,4,0,1.0787,0.1218,9.6809,3,0,6,0.701,0,0
PROD-G15,mountainstreet,open,24,4,5,0,0.9964,1.3187,9.6985,8,0,7,0.701,0,0
PROD-G15,mountainstreet,open,25,1,2,0,0.9699,0.1882,12.9593,4,0,1,0.701,0,0
PROD-G15,mountainstreet,open,26,1,2,0,0.7684,0.6136,13.7701,3,0,2,0.701,0,0
PROD-G15,mountainstreet,open,27,2,3,0,0.7716,0.2947,5.8776,10,0,6,0.701,0,0
PROD-G15,mountainstreet,open,28,2,3,0,1.4218,0.1018,7.5796,5,0,11,0.701,0,0
PROD-G15,mountainstreet,open,29,1,2,0,1.3428,1.1998,12.4982,3,0,2,0.701,0,0
PROD-G15,mountainstreet,open,30,2,3,0,0.0382,0.3696,11.3784,11,0,8,0.701,0,0
PROD-G15,mountainstreet,open,31,1,2,0,3.7084,3.892,17.1433,1,0,1,0.701,0,0
PROD-G15,mountainstreet,open,32,1,2,0,0.2137,2.2503,13.603,3,1,1,0.701,0,0
PROD-G15,mountainstreet,open,33,4,5,0,1.0242,0.2368,11.8762,6,0,4,0.701,0,0
PROD-G15,mountainstreet,open,34,2,3,0,1.0813,1.1619,9.3278,6,0,5,0.701,0,0
PROD-G15,mountainstreet,open,35,2,3,0,0.4661,0.2596,9.6699,5,0,7,0.701,0,0
PROD-G15,mountainstreet,open,36,4,5,0,1.1997,2.8249,12.9627,2,0,3,0.701,0,0
PROD-G15,mountainstreet,open,37,3,4,0,0.352,1.0964,14.3603,4,0,3,0.701,0,0
PROD-G15,mountainstreet,open,38,1,2,0,0.2968,1.4983,13.7806,6,1,5,0.701,0,0
PROD-G15,mountainstreet,open,39,3,4,0,1.2911,0.2067,17.1879,3,0,3,0.701,0,0
PROD-G15,mountainstreet,open,40,3,4,0,1.502,1.0379,13.3481,3,0,5,0.701,0,0
PROD-G15,mountainstreet,open,41,1,2,0,1.3322,1.3565,12.4016,3,0,1,0.701,0,0
PROD-G15,mountainstreet,open,42,2,3,0,1.5009,1.5278,13.5336,2,0,4,0.701,0,0
PROD-G15,mountainstreet,open,43,1,2,0,1.4993,0.8398,11.3895,5,0,5,0.701,0,0
PROD-G15,mountainstreet,open,44,2,3,0,4.0631,0.5363,12.8376,1,0,1,0.701,0,0
PROD-G15,mountainstreet,open,45,0,1,1,0.0356,1.9129,13.2353,3,1,2,0.701,0,0
PROD-G15,mountainstreet,open,46,3,4,0,0.3837,0.1094,11.5406,5,0,9,0.701,0,0
PROD-G15,mountainstreet,open,47,0,1,1,1.2775,0.3806,7.9236,5,0,3,0.701,0,0
PROD-G15,mountainstreet,open,48,3,4,0,0.3042,1.4246,7.7324,5,0,1,0.701,0,0
PROD-G15,mountainstreet,open,49,2,3,0,1.0485,0.005,12.2453,6,0,4,0.701,0,0
PROD-G15,mountainstreet,open,50,5,6,0,0.5155,1.1002,9.1672,4,0,6,0.701,0,0
PROD-G15,mountainstreet,open,51,3,4,0,2.3035,0.3675,13.3976,3,0,1,0.701,0,0
PROD-G15,mountainstreet,open,52,2,3,0,1.3579,1.3891,14.2919,3,0,4,0.701,0,0
PROD-G15,mountainstreet,open,53,1,2,0,0.1553,1.0229,10.4247,3,0,1,0.701,0,0
PROD-G15,mountainstreet,open,54,0,1,1,0.7408,1.3146,10.5601,3,0,1,0.701,0,0
PROD-G15,mountainstreet,open,55,2,3,0,0.6447,2.6232,11.8947,2,0,1,0.701,0,0
PROD-G15,mountainstreet,open,56,2,3,0,0.4643,0.1835,8.5498,10,0,8,0.701,0,0
PROD-G15,mountainstreet,open,57,1,2,0,1.4555,1.4927,11.6453,3,0,6,0.701,0,0
PROD-G15,mountainstreet,open,58,3,4,0,1.3463,0.1934,12.5145,11,0,8,0.701,0,0
PROD-G15,mountainstreet,open,59,1,2,0,2.9074,0.936,12.2953,2,0,0,0.701,1,0
PROD-G15,mountainstreet,open,60,0,1,1,0.0943,1.0459,8.6111,5,0,0,0.701,0,0
PROD-G15,mountainstreet,open,61,2,3,0,1.8914,1.7206,10.6708,2,0,0,0.701,1,0
PROD-G15,mountainstreet,open,62,1,2,0,0.3094,0.2848,12.7007,3,0,2,0.701,0,1
PROD-G15,mountainstreet,open,63,3,4,0,0.1315,1.3379,14.2595,3,0,2,0.701,0,0
PROD-G15,mountainstreet,open,64,2,3,0,2.7386,1.602,12.2103,2,0,1,0.701,0,0
PROD-G15,mountainstreet,open,65,3,4,0,0.775,1.0553,10.1681,3,0,4,0.701,0,0
PROD-G15,mountainstreet,open,66,2,3,0,0.2956,0.82,11.604,5,0,6,0.701,0,0
PROD-G15,mountainstreet,open,67,1,2,0,2.4244,0.3108,8.053,4,0,7,0.701,0,0
PROD-G15,mountainstreet,open,68,3,4,0,1.6782,1.7737,12.9608,2,0,4,0.701,0,0
PROD-G15,mountainstreet,open,69,3,4,0,0.4609,0.0575,11.5793,10,0,6,0.701,0,0
PROD-G15,mountainstreet,open,70,2,3,0,1.986,1.4287,12.4407,2,0,1,0.701,0,0
PROD-G15,mountainstreet,open,71,2,3,0,3.6494,0.9693,14.729,1,0,2,0.701,0,0
PROD-G15,mountainstreet,open,72,0,1,1,2.412,0.1558,10.4789,4,0,0,0.701,1,0
PROD-G15,mountainstreet,open,73,2,3,0,1.5701,2.3045,14.0741,2,0,2,0.701,0,0
PROD-G15,mountainstreet,open,74,2,3,0,0.9705,0.1411,7.9513,9,0,8,0.701,0,0
PROD-G15,mountainstreet,open,75,0,1,1,0.7378,1.6614,8.2329,3,0,9,0.701,0,0
PROD-G15,mountainstreet,open,76,2,3,0,0.3348,1.8015,6.9408,6,1,2,0.701,0,0
PROD-G15,mountainstreet,open,77,3,4,0,0.8005,0.4357,7.7313,11,0,9,0.701,0,0
PROD-G15,mountainstreet,open,78,1,2,0,5.5741,1.5519,16.5428,1,0,0,0.701,1,0
PROD-G15,mountainstreet,open,79,4,5,0,0.2069,0.7541,13.666,5,0,7,0.701,0,0
PROD-G15,mountainstreet,open,80,1,2,0,2.038,1.0795,8.5006,2,0,0,0.701,1,0
PROD-G15,mountainstreet,open,81,2,3,0,0.0601,2.0638,8.3298,4,1,6,0.701,0,0
PROD-G15,mountainstreet,open,82,2,3,0,3.1248,0.2565,14.1708,1,0,4,0.701,0,0
PROD-G15,mountainstreet,open,83,2,3,0,1.9727,2.2628,12.9267,2,0,4,0.701,0,0
PROD-G15,mountainstreet,open,84,0,1,1,3.712,0.8399,11.1416,1,0,0,0.701,1,0
PROD-G15,mountainstreet,open,85,1,2,0,1.4991,0.7395,13.6469,3,0,5,0.701,0,0
PROD-G15,mountainstreet,open,86,1,2,0,5.4536,0.0987,10.3291,1,0,0,0.701,1,0
PROD-G15,mountainstreet,open,87,2,3,0,2.7337,1.4202,11.4849,2,0,0,0.701,1,0
PROD-G15,mountainstreet,open,88,1,2,0,3.0084,2.5273,10.444,1,0,1,0.701,0,0
PROD-G15,mountainstreet,open,89,0,1,1,7.1804,0.7223,14.1125,1,0,0,0.701,1,0
PROD-G15,mountainstreet,open,90,6,6,0,1.839,0.0666,6.1625,10,0,16,0.701,0,0
PROD-G15,mountainstreet,open,91,1,2,0,0.4552,0.9853,15.9572,4,0,4,0.701,0,0
PROD-G15,mountainstreet,open,92,0,1,1,0.9611,0.3109,14.1672,3,0,2,0.701,0,0
PROD-G15,mountainstreet,open,93,3,4,0,0.9223,0.7248,10.9377,6,0,4,0.701,0,0
PROD-G15,mountainstreet,open,94,3,4,0,1.8008,0.0444,11.7488,9,0,8,0.701,0,0
PROD-G15,mountainstreet,open,95,1,2,0,1.2038,1.5665,12.4589,3,0,2,0.701,0,0
PROD-G15,mountainstreet,open,96,0,1,1,0.5859,1.0239,10.0907,6,0,8,0.701,0,0
PROD-G15,mountainstreet,open,97,2,3,0,2.3701,3.7949,12.4359,2,0,0,0.701,1,0
PROD-G15,mountainstreet,open,98,1,2,0,1.1997,1.2954,14.0034,3,0,2,0.701,0,0
PROD-G15,mountainstreet,open,99,1,2,0,0.5004,0.8884,13.6709,4,0,1,0.701,0,0
PROD-G15,mountainstreet,open,100,1,2,0,1.5291,0.9771,13.0169,3,0,2,0.701,0,0
PROD-G15,dirt-oval,closed,1,1,2,0,0.7933,0.1794,4.0522,16,0,8,0.783,0,0
PROD-G15,dirt-oval,closed,2,4,5,0,1.0926,0.5249,12.295,5,0,0,0.783,0,0
PROD-G15,dirt-oval,closed,3,1,2,0,0.4384,4.2015,10.6834,2,1,1,0.783,0,1
PROD-G15,dirt-oval,closed,4,2,3,0,1.5017,1.9934,16.2188,2,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,5,0,1,1,1.0669,3.6219,10.1119,2,0,5,0.783,0,0
PROD-G15,dirt-oval,closed,6,1,2,0,0.0372,0.6864,9.3974,5,0,4,0.783,0,0
PROD-G15,dirt-oval,closed,7,3,4,0,1.8663,0.8119,8.14,3,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,8,1,2,0,0.9546,0.2304,7.7551,6,0,4,0.783,0,0
PROD-G15,dirt-oval,closed,9,1,2,0,1.4777,0.3719,6.0563,10,0,12,0.783,0,0
PROD-G15,dirt-oval,closed,10,2,3,0,1.1657,0.111,6.6242,5,0,6,0.783,0,0
PROD-G15,dirt-oval,closed,11,0,1,1,4.2233,0.2874,12.4915,1,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,12,0,1,1,0.5211,3.7117,14.0925,2,1,1,0.783,0,0
PROD-G15,dirt-oval,closed,13,3,4,0,0.891,0.5614,7.3399,5,0,12,0.783,0,0
PROD-G15,dirt-oval,closed,14,5,6,0,0.8499,6.3685,13.5237,2,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,15,2,3,0,0.6068,0.3755,11.9411,4,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,16,3,3,0,0.3588,0.5856,16.8527,8,0,4,0.783,0,0
PROD-G15,dirt-oval,closed,17,2,3,0,1.2248,0.3512,4.8695,4,0,6,0.783,0,0
PROD-G15,dirt-oval,closed,18,4,5,0,0.2616,0.09,10.0133,5,0,4,0.783,0,0
PROD-G15,dirt-oval,closed,19,0,1,1,1.072,0.2722,13.8342,5,0,3,0.783,0,0
PROD-G15,dirt-oval,closed,20,1,2,0,1.2531,0.0253,11.948,3,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,21,2,3,0,2.9929,3.8583,10.6031,2,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,22,1,2,0,0.3166,2.5985,10.0283,3,1,5,0.783,0,0
PROD-G15,dirt-oval,closed,23,1,2,0,4.8833,0.6956,19.6898,1,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,24,0,1,1,1.5238,2.0298,10.2758,2,0,4,0.783,0,0
PROD-G15,dirt-oval,closed,25,2,3,0,0.5118,1.3734,14.8031,6,0,5,0.783,0,0
PROD-G15,dirt-oval,closed,26,2,3,0,0.0724,0.1307,5.3257,9,0,6,0.783,0,0
PROD-G15,dirt-oval,closed,27,1,2,0,4.3414,0.0675,17.522,1,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,28,0,1,1,0.0697,0.8502,4.3914,14,0,6,0.783,0,0
PROD-G15,dirt-oval,closed,29,0,1,1,4.4167,0.0926,14.2309,1,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,30,0,1,1,2.3537,0.2115,7.5859,4,0,7,0.783,0,0
PROD-G15,dirt-oval,closed,31,2,3,0,4.0058,1.4994,10.5665,1,0,11,0.783,0,0
PROD-G15,dirt-oval,closed,32,1,2,0,0.5315,0.9877,14.7544,4,0,3,0.783,0,0
PROD-G15,dirt-oval,closed,33,3,4,0,0.1407,2.0939,13.6703,5,1,2,0.783,0,0
PROD-G15,dirt-oval,closed,34,1,2,0,1.201,0.5212,12.6332,3,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,35,0,1,1,4.2719,2.2716,17.1292,1,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,36,0,1,1,7.6598,1.9396,14.7467,1,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,37,0,1,1,1.4985,1.946,16.8365,2,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,38,1,2,0,1.511,2.3187,13.5394,2,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,39,2,3,0,1.5001,2.6459,18.1751,2,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,40,1,2,0,0.2571,0.262,10.2875,7,0,4,0.783,0,0
PROD-G15,dirt-oval,closed,41,1,2,0,1.4702,0.6548,9.8916,3,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,42,4,5,0,0.1854,0.4888,9.3893,4,0,3,0.783,0,0
PROD-G15,dirt-oval,closed,43,1,2,0,1.0557,0.5024,15.5968,4,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,44,4,5,0,1.376,0.3612,16.2978,4,0,3,0.783,0,0
PROD-G15,dirt-oval,closed,45,4,3,0,0.0525,0.3333,10.0296,10,0,8,0.783,0,0
PROD-G15,dirt-oval,closed,46,0,1,1,1.1429,3.3073,14.6355,2,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,47,2,3,0,1.9077,0.3538,18.0141,4,0,3,0.783,0,0
PROD-G15,dirt-oval,closed,48,4,5,0,1.6886,0.9851,18.2714,3,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,49,2,3,0,1.6018,1.3223,9.7498,3,0,8,0.783,0,0
PROD-G15,dirt-oval,closed,50,0,1,1,0.6203,0.5008,13.6195,3,0,0,0.783,0,0
PROD-G15,dirt-oval,closed,51,0,1,1,0.1229,0.3005,9.7406,8,0,0,0.783,0,0
PROD-G15,dirt-oval,closed,52,1,2,0,1.7158,1.3832,11.2697,2,0,5,0.783,0,0
PROD-G15,dirt-oval,closed,53,2,3,0,0.3063,0.0735,9.4143,6,0,3,0.783,0,1
PROD-G15,dirt-oval,closed,54,0,1,1,1.0857,1.0923,9.137,3,0,7,0.783,0,0
PROD-G15,dirt-oval,closed,55,2,3,0,1.5296,3.482,11.0478,2,0,3,0.783,0,0
PROD-G15,dirt-oval,closed,56,1,2,0,4.1125,0.341,9.9692,1,0,6,0.783,0,0
PROD-G15,dirt-oval,closed,57,2,3,0,1.9982,0.4502,10.8425,3,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,58,4,5,0,1.2019,2.7096,17.8467,2,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,59,1,2,0,1.1632,1.8999,17.6102,2,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,60,1,2,0,0.9933,0.1519,10.4007,5,0,5,0.783,0,0
PROD-G15,dirt-oval,closed,61,1,2,0,1.3728,1.049,11.3714,4,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,62,3,4,0,0.2678,0.2942,6.439,10,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,63,4,5,0,0.957,0.2875,7.6819,6,0,0,0.783,0,0
PROD-G15,dirt-oval,closed,64,4,5,0,0.3855,0.512,12.496,3,0,4,0.783,0,0
PROD-G15,dirt-oval,closed,65,4,4,0,0.6592,0.0524,9.8956,8,0,6,0.783,0,0
PROD-G15,dirt-oval,closed,66,2,3,0,0.3369,0.3236,9.9476,6,0,9,0.783,0,0
PROD-G15,dirt-oval,closed,67,2,3,0,0.4338,2.436,12.0782,3,1,0,0.783,0,0
PROD-G15,dirt-oval,closed,68,1,2,0,0.8406,1.0246,11.4321,8,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,69,0,1,1,1.3205,2.8429,12.5007,2,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,70,1,2,0,0.6958,0.8616,12.4865,5,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,71,2,3,0,1.7382,5.0346,13.3414,2,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,72,3,4,0,0.0188,1.7303,7.7631,4,1,0,0.783,0,0
PROD-G15,dirt-oval,closed,73,2,3,0,1.2012,0.2512,10.0839,7,0,4,0.783,0,0
PROD-G15,dirt-oval,closed,74,0,1,1,1.341,0.5578,10.2231,6,0,3,0.783,0,0
PROD-G15,dirt-oval,closed,75,2,3,0,1.0927,0.6015,15.0336,3,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,76,1,2,0,0.9508,3.5806,15.7651,2,0,2,0.783,0,0
PROD-G15,dirt-oval,closed,77,2,3,0,0.5582,0.4147,5.8497,9,0,5,0.783,0,0
PROD-G15,dirt-oval,closed,78,1,2,0,0.1657,1.9412,17.5245,4,1,4,0.783,0,0
PROD-G15,dirt-oval,closed,79,1,2,0,0.4574,0.2469,4.7659,15,0,4,0.783,0,0
PROD-G15,dirt-oval,closed,80,1,2,0,1.1438,1.4992,11.377,4,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,81,2,3,0,3.3723,2.4067,10.8608,1,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,82,0,1,1,3.5947,1.5052,19.4928,1,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,83,2,3,0,1.4996,1.8312,10.2457,2,0,0,0.783,0,0
PROD-G15,dirt-oval,closed,84,0,1,1,0.8277,1.6802,16.9493,3,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,85,2,3,0,1.4648,1.2423,10.8391,3,0,1,0.783,0,0
PROD-G15,dirt-oval,closed,86,1,2,0,4.8785,1.4625,17.4878,1,0,0,0.783,1,0
PROD-G15,dirt-oval,closed,87,5,5,0,0.0984,0.1861,3.6346,13,0,12,0.783,0,0
PROD-G15,dirt-oval,closed,88,2,3,0,1.9436,0.1758,9.2328,5,0,3,0.783,0,0
PROD-G15,dirt-oval,closed,89,1,2,0,0.0151,1.7414,12.4448,3,1,2,0.783,0,0
